.id,kind,etag,id,contentDetails.videoId,contentDetails.videoPublishedAt
items34,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/WK5WjGRXTr9e1U_H_FMq87CVrOc""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4yODc5NEYwREI2RjE4REEy,B-BwAWHRjdU,2016-11-15T21:00:41.000Z
items35,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/lT3v4LoHw7Cb8nGyD-gdpoTryrg""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4wMjA5QkMwNkQxNDUxMUY5,iLg4ymNDguc,2009-11-16T11:53:13.000Z
items36,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/RUV91XCPAICxtJTUyJgQ3sGQkVM""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5BNDU3NDU0MDFDQkFCQjhF,YR-9epAXXe8,2015-03-02T05:01:27.000Z
items37,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/U_6pHnAfVTCTYhekspWhUYf-UVU""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5BNjg0ODlDOUMyMDQ2NzM4,Sm16553pXJc,2017-04-12T17:46:39.000Z
items38,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/2omKkHltiJ2SK2Sjmc5XjCkP5Dk""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC45Q0ZBMzdENUQ1MUExMzBG,ZSedEuYgFqk,2018-03-16T18:55:23.000Z
items39,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/e8coLMOWpbnBGJXFPZh2HiQdt3E""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4yREM1OEE5RUIzRTFGN0VG,iT7E279yuic,2013-01-24T18:27:11.000Z
items40,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/dWeLBAZc502Y0ufPj2X5MdAwD9Q""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5DMEY4ODFFNDM4MkM2MUUy,wqSHVtcsYJs,2019-07-01T16:37:31.000Z
items41,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/gU5rTdLuwvvGVegogHwMtWwQMCw""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC43NzdBQkFGMEE4MjQ0QTgx,8L6H4oh4EyI,2018-12-14T05:02:26.000Z
items42,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/H27AwxbbWIg81V6MrdSILwWRvfs""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC45QTk1N0IzMjg4RUI5RUEz,UeqLYhrg1wI,2009-01-05T03:17:39.000Z
items43,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/vwKvOW7O7sVHrGID7KuKs_ltmrs""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC45NEE0OEZEMjdBQjQ2REEy,85FDEO0n8wM,2015-12-22T07:46:54.000Z
items44,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/vzQJq-y7f6dNDoVLZ7RC1PiPor0""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5CMUVGN0QxODBEODIxMENB,jcnmyOFT418,2018-08-09T17:47:18.000Z
items45,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/j4HDf3F7rS-lYEEZO8JPfSsTwHQ""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4zM0JDQzFFNTRBNTMxMTI3,Zf0hjLJZFng,2011-07-29T00:50:45.000Z
items46,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/jLSfW1c_PJElwwHcFDoQPbp1cxw""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC40NzY4MUZCREI0NjlBODg5,2kvns1iw9hA,2019-09-13T01:06:49.000Z
items47,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/rmqOTljLGX-QWNYEuDbVwpI_DHQ""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC40QjFGQTI5Mjg4M0E0NEYw,kku2LvTY2Ic,2015-03-02T05:01:32.000Z
items48,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/VpuafG0ZLXtvj5sPNizz7-_UiU0""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC43MzA1NjkyQjVDRDMwODg0,oTZETtLCZZ0,2016-02-03T01:04:26.000Z
items49,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/_c8WKwPIQj35tyCHmWg2ueRTeBE""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC45MzFEOTc3RjVGRjI4RTg3,qcUAvb1WsFg,2013-05-26T16:57:31.000Z
items50,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/uElT_jNmaeWaN-LtJEfQMtvHqVc""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4yQ0NBNDIxMDNEMjY3MkUz,zNyqYOUxBrY,2015-05-09T16:00:07.000Z
items1,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/5isZHHh4au3nXC4eaRIr3ATwzDg""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5BQzk2RkYyQ0RFNTYzNTQ2,Ze4nm4lM2P4,2011-12-14T00:49:29.000Z
items2,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/ntnTFxedWKDsmFstqMq06JJNTBM""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5GQ0E1MkMzMTBFRkI2RDM5,tjtgcKNrvZA,2015-03-02T05:01:34.000Z
items3,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/hagqGlPh0CKkF4vL2FRMftAU-pQ""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5FRjk4RkEwMTMxMTI3MUYw,Jhs6TYBkx4s,2017-02-08T16:52:04.000Z
items4,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/LszAtTWUDdzyzKGFXuhsAtui51M""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4wMzAyNTREMDg0RDQyRkE3,0-WKNwgMYxM,2019-09-10T18:00:08.000Z
items5,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/hQq4JDuMy93AnGKugRbFXv7-b0s""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC44NjhFMEYwODU0QkNCRTE4,LoOlSzGuQ9A,2019-01-01T03:51:24.000Z
items6,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/6pk3vFk1DtaC_PZrDXjB2-_-scM""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC41NjU1QkExNTExQjcwRThB,LqOBynds_4Y,2016-11-22T03:45:52.000Z
items7,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/d2r3GoG4JRITw5MwEPUqOSGvrIw""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC45QUU1REFFRjM4QjA5NjMz,tR6EPGUJLok,2017-03-09T18:19:41.000Z
items8,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/DNV3R0FGklv-IEALrYlq9hbjmQ8""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC43NDhCREZGMkNCM0ZCMUUz,bC5LaHUnQMA,2015-04-29T14:44:03.000Z
items9,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/rMYOs75omMv0pnq0pWxWdxVc2qY""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC43NTkxNzEzQzU0RDc5OEJE,MeNQp55xM4o,2017-03-22T02:56:57.000Z
items10,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/r6Vo2fZubCtDrM8gljjPdcuMvwQ""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5FNDNFMDA3OEIwNUEzNTQ4,8WZ14Lcu-_E,2017-08-15T23:45:10.000Z
items11,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/4Nwwk2aLtwkNyYZEbAKWqT_QyMk""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5EMDdDNEYxRTVGRjZEM0ZB,APgrUnNQPQw,2010-08-06T08:14:30.000Z
items12,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/DkzWdZ8pTthgk8rpzG-4-B4ufbI""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC44MTA2RjhFNTI4QTVFNURD,7mKXu-ZkQbk,2018-04-03T17:05:22.000Z
items13,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/BLcFCleHt5PFAk0EgCz934ejBH4""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC44MThCMTBCNDJBNzg2OTUz,q1H8hAkwwfA,2014-08-26T23:51:53.000Z
items14,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/syYE6sG4_-kB4vHwbtLpR2ILCLA""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5GODMwMzgwRTkyMjdBRjBG,lWSZSusKOU4,2013-05-28T02:07:03.000Z
items15,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/E5WzDS5iamRtANXOj9wZ3y6xiP8""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC40RDFFQzk0QUEyQjMwMjU0,phQYoNOqZcU,2018-09-26T05:02:36.000Z
items16,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/GOw5cLomDvX7uhhNyBCL9eNp6uc""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC45OTMzMjlFQzQ1NDE4MkIw,c_FCbtlVYLw,2013-05-14T14:30:12.000Z
items17,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/b-Z8o-uUz5ojse_skcNitqlO8oI""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4wNkQzNjE5RDNBNzRFMDM2,lNY6NxOgqDc,2012-01-07T18:06:14.000Z
items18,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/QetJfiecteKYQwqTT-bSCgqXj-A""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5DMjVGNUVGQTk3MkFEMTgz,OBgrXxTnTGY,2019-01-25T23:36:12.000Z
items19,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/7wni_wuXakG_YuZeHGwZdySdwZc""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5DRjcyODYxQThEMEVBMzA4,YGE0AGmMXkk,2006-05-23T01:23:39.000Z
items20,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/rK8H0l8GZdqsiRh19-LypiIWq9E""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC44NTFGNDJDN0U5RDcxRTA4,-ynHKhRn2cg,2012-09-08T07:48:00.000Z
items21,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/p3FqxMNo_Ij2GYX6goEqHpJ_gJU""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4wRUE2RDc0NkMwNDE5RjdF,BzEUwfgk0jc,2011-04-05T22:04:41.000Z
items22,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/nCLM1w1el8xGEJmq_NKrjmXJdRY""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC45MDNFQTEwOTdEMDkxNjVC,mpOKjMgtk44,2017-04-13T16:00:18.000Z
items23,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/Mq2JtAytzc6kYJZoQ1tmKUmcRGM""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4zODBDODExODRCQUQyMzA4,Zdclniun2WE,2018-10-22T15:58:23.000Z
items24,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/qYGS7VFvZgA8LLgLs8R66WB9tMs""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4yMUE0MjVEMjFBMkQ0MUZE,efHo3q2qVeg,2009-12-28T00:59:14.000Z
items25,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/E6Z0gYzxSrTn5zv6iiJCANpn_-I""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC42QzkyQjRCMzdGRkNGQ0NB,NRApcl9jVMo,2016-11-14T04:28:09.000Z
items26,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/hS_YXI7I5gTKX1Mmm5DVG_Tl6ZM""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC41RDZGMEVDRDY1N0EwODMy,Rfrp8T8Fi8s,2008-12-30T22:56:38.000Z
items27,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/s_Wa3zbvGGlIXGakvYvmEgUcQwI""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5DNTYyMzBCRjdCNzk1OUQz,u83A_IDEHU0,2017-11-05T23:00:02.000Z
items28,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/JEJCAd5gUaL5Sdom7eV0Nx-k5kw""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4xRDNFMTVEREQ4Mjc0MTc1,X3tBstIsWNQ,2017-06-23T08:04:07.000Z
items29,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/GOSLbR8MTOUkU9wNIczCqFgk8gI""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4xMzZCQ0Q3MjcxODkwRTFE,N2mhP6HGHJQ,2016-04-22T22:53:47.000Z
items30,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/VEcYjTwEERgctlwTeiaJ70kOAtY""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4zM0IxREYwQkRBMUE1QTZG,7rYquDaQCQU,2018-12-05T21:33:28.000Z
items31,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/_Dcw5r6v3h9l_NUQx20I5BGMbdQ""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5DOEMxNDFFQjU4QUNENTMw,0LrpSqrS15s,2015-09-24T18:40:37.000Z
items32,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/_zcN8_A2-YH_GI6zGKL4XehuNqA""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5GQjY0RkIyNzEwMUREODky,6Akkg65Wizw,2013-03-09T18:57:11.000Z
items33,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/Hm2wgnKWQe9yI0wRfvVvmrP7mTo""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5ERTNCRjQyNEEzNzIxNjQ1,2ONHzLnh1rc,2016-05-17T14:32:13.000Z
items34,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/LUqK03VXFtDId40IA1YycV46sZk""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5ERjMxMUM0QzdEOUNEMTg4,W9amD8YHRnk,2013-02-06T07:26:03.000Z
items35,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/kKxDtzeT_VUq4vGOEQILlRl-L9c""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC42RjgzNTk2RTVGQzA0OUVC,NsUOp2n3omE,2017-01-02T18:00:14.000Z
items36,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/N42v8wpvAyFYwUiDOtrxDCnaq70""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC44QzlBQjhCMUYyMUYzNzE1,j-S_JrVoAKY,2017-11-12T15:00:03.000Z
items37,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/HIFI0jLruWYaHFrD7XTPZF3TgiQ""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC44NUFFNzM3MDNCNDlDNkM0,C9aHo4L0-M4,2006-03-16T02:15:05.000Z
items38,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/mMc6z-_Wp09W6-8bqVMqldGQiE0""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4yMzM5OTVCMjc3MUFBNDY0,pMmh5nsCtxI,2007-12-15T03:51:57.000Z
items39,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/G-snYh7BbY-3qdVtOkC7aQO4jLA""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4zNUZEMzc2REYwNTdDOTdE,Q_4bp8bBNVw,2013-12-24T11:09:38.000Z
items40,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/LlTKoQZcvSTDM9b0u0oTUg2jg1I""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5DNDIyRjU0MTQ2NzNBMEIw,aEbaetek-V8,2017-09-12T00:39:44.000Z
items41,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/NZPBwILb6-6cXmgHzJllOzUtAog""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5EMDI2MjJBQThDNzc5QjlC,aqpfWj-927g,2012-02-14T21:27:53.000Z
items42,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/J9luyWepQ5ImSKa8XedpipsL25Y""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4xQzMwMjFFQjVFOURENjE0,3VkFOtyc1JQ,2010-04-17T04:17:22.000Z
items43,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/rsFibNh4ov5vivjn5hVRUiRiV7I""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC45MTI3RjdCMEY4Q0UxM0E5,kMFJBd40Awo,2010-02-07T15:30:49.000Z
items44,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/DmZT4wmv-i2Hz7_tu_D48hrcAU0""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC42QjRCODFDQzhGQzczRjlD,zPwfMDQIXEQ,2012-07-03T02:38:03.000Z
items45,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/A9xNzEBRAtpUQYYych2imEX6ie8""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4xQjMxODA4NjgyNzJBNUZD,8j-R8n6Q0PY,2011-12-23T03:50:17.000Z
items46,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/7E1P1Ei3cUki_GIE-3GJdbEXpeI""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4yQURFRjlBRDg4OURGQ0VF,a4gouVipJ5o,2017-11-16T14:35:41.000Z
items47,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/GsX5cny41u3x8RMsomfepWvpxas""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4xOTgwMTFEOUFBNDkzNjYz,zen5LjBFTI4,2010-03-12T09:53:32.000Z
items48,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/DDd8h2pz06lMg6JZfY8N7dFV9lI""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5DNkZGNDJBQkM4NTE4MjBC,masCbpUgwak,2015-10-11T15:41:10.000Z
items49,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/eB04mtmBWjfA7Zlfz5zyMLRlfgU""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5DOUREMDVDQkU2RjY3RjM2,mZKvj4k8Q-o,2016-04-11T01:01:34.000Z
items50,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/rwgLfwzQgZQu26kNFRaGmH86rUI""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC44NTcyMjI4Njk2Qzc2RUQ4,-j9ydGyM9fU,2010-10-16T19:46:21.000Z
items1,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/mWmEYP29MXUDHjt9gX9OggEKw3Y""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC45RkRCQUU0Q0M5QTBBNTgz,UAazxxeuQ0o,2009-07-30T02:06:09.000Z
items2,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/UKJtUm3lVvZDcTxoa9uRcY0pNwY""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5BOUUzRDk5RDI1OUZBQzZB,1y5ITJ5nrAY,2019-07-21T10:34:53.000Z
items3,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/oJOI9-cj-WY7Bu57oSmqUzAbKkU""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC41ODExMjdDMjUwQUYyMTM3,sNfP0AZs454,2013-09-20T14:55:54.000Z
items4,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/Iby06tIBM6BKo-7JXm2TARkHXkY""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5BQkRGQ0M4NjMyNzE2MjA2,izJh9SU5ePA,2016-11-15T14:23:44.000Z
items5,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/CAW-fNiAzdQydOTHdch7hgIlnJ4""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC42MEYxM0UwOEIzQkE2Q0I5,BIwU1e0_UwQ,2017-04-13T05:43:24.000Z
items6,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/VA4KX3CJPnXB9XcxQxsdgwaSJRA""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4zQTJEQzZGOUQ4QTMyNTNE,eZD2x4StAlc,2019-06-08T01:44:05.000Z
items7,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/LKYHq_b-KXF01p7CfAxGVcp9dW8""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5ENzUzNTIyQkE3REQ5NkE1,PHwWBarKgzo,2014-08-15T17:02:20.000Z
items8,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/v_GyRfYT0vJlkQhEwY9bswWhrSo""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4zMTU3MEVBODI2Qzg2N0FD,ux_mrnCYYzY,2017-04-14T14:09:01.000Z
items9,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/bkZItFarOUnVaoBpxQFDttIMZJo""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC44N0Y3QkU4NEQ1OUQ3NkE0,joYnqcrkMXY,2019-08-25T23:03:46.000Z
items10,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/QAfnUi73d9jkSy2prfFvteP0Uic""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC45QzA4ODg3QkVCN0QzODYz,JbmKJ6225M8,2019-04-09T15:48:21.000Z
items11,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/jqjRwrWWwCCIXVWDVK15NKmYNbo""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC41QjJEQjBFRUMwMjM0Qzcy,EigAtgL6Yds,2013-05-12T16:15:25.000Z
items12,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/4JDhUGMmUW6JLj93lKcdlyPf8lM""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC41MjhBNDI2NTdGQzNDNTY3,kV6mFg_7VBo,2016-03-15T21:00:02.000Z
items13,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/T_uIYf-JgKef-TiK50fVSli6wqk""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC45Mjg5RjdDNzFBMDQzMURG,qpgSi42d0j0,2013-11-05T00:01:10.000Z
items14,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/rIV0a9HCEcxGj-hn1vPhukk0w_g""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5EQTQ1Q0Q1NjM3MUM2RUYz,75Mn5OtM8xc,2019-05-23T09:51:31.000Z
items15,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/C3Mvz6DGI8ZyPAHhtm-drPNT3uQ""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC40RTRGRDIwRjA2QkY4M0Q4,MVYug8cHLIM,2009-04-11T20:29:32.000Z
items16,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/ZCaNjQ2Np1yhpq_iO2vGTN-3Mqo""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC43NTlCMUVCRjlBMTkxOEM1,f9CSPjDNdU0,2015-10-27T02:55:54.000Z
items17,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/eA10IZqtH7lrYsaGcNGfxs-nVDY""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5CQzQyQ0E5OTBCNDc2MUZG,--KeIeIprGk,2019-02-24T07:45:15.000Z
