published_at,dislike_count,url,id,comment_count,title,view_count,like_count,host
2016-05-20T17:22:53Z,2568,https://i.ytimg.com/vi/frhR0-esSqU/default.jpg,frhR0-esSqU,3419,President Obama's Transgender Bathroom Backlash: The Daily Show,1286015,18694,Trevor
2016-05-19T17:26:33Z,3744,https://i.ytimg.com/vi/9gT-vJg-EfM/default.jpg,9gT-vJg-EfM,7232,Prime Minister Justin Trudeau Welcomes Syrian Refugees to Canada: The Daily Show,3381451,58809,Trevor
2016-05-17T18:58:56Z,376,https://i.ytimg.com/vi/FI1W3T3gUfI/default.jpg,FI1W3T3gUfI,231,Donald Trump Set His Sights on the Latino Vote: The Daily Show,221762,2209,Trevor
2016-05-16T17:55:51Z,34,https://i.ytimg.com/vi/d0daMtC3NPY/default.jpg,d0daMtC3NPY,34,Third Month Mania Team Spotlight - Slow WiFi: The Daily Show,60582,392,Trevor
2016-05-16T17:55:37Z,37,https://i.ytimg.com/vi/96C_PVTt640/default.jpg,96C_PVTt640,9,Third Month Mania Team Spotlight - Tangled Headphone Cords: The Daily Show,45637,332,Trevor
2016-05-16T17:55:15Z,16,https://i.ytimg.com/vi/Tv2X_nxRHDQ/default.jpg,Tv2X_nxRHDQ,7,Third Month Mania Team Spotlight - The Kardashians: The Daily Show,43897,296,Trevor
2016-05-16T17:54:45Z,19,https://i.ytimg.com/vi/Se3sCxutaTI/default.jpg,Se3sCxutaTI,18,Third Month Mania: The Daily Show,49869,319,Trevor
2016-05-13T19:28:19Z,637,https://i.ytimg.com/vi/wBhlyBrtB90/default.jpg,wBhlyBrtB90,1366,Donald Trump to Thank for Increase in Latino Citizenship: The Daily Show,1829599,15886,Trevor
2016-05-13T19:28:13Z,878,https://i.ytimg.com/vi/jcP-rG0M-cQ/default.jpg,jcP-rG0M-cQ,1799,#WeakDonald Trump Won't Release His Tax Returns: The Daily Show,2040950,14376,Trevor
2016-05-12T20:04:37Z,14,https://i.ytimg.com/vi/8mP7Z817oys/default.jpg,8mP7Z817oys,93,Exclusive - In the Green Room with Joe Morton: The Daily Show,62068,1078,Trevor
2016-05-11T17:12:21Z,287,https://i.ytimg.com/vi/jPWnieKkuP0/default.jpg,jPWnieKkuP0,407,Momsplaining with Desi Lydic: The Daily Show,457681,5689,Trevor
2016-05-06T17:14:53Z,195,https://i.ytimg.com/vi/pIpoFyb82rU/default.jpg,pIpoFyb82rU,363,Life in the Age of Selfies: The Daily Show,753752,10280,Trevor
2016-05-05T18:55:43Z,19236,https://i.ytimg.com/vi/x9GqWoy6__s/default.jpg,x9GqWoy6__s,7146,American Soccer's Gender Wage Gap: The Daily Show,714712,12676,Trevor
2016-05-04T18:35:34Z,451,https://i.ytimg.com/vi/srR5bevZHrc/default.jpg,srR5bevZHrc,768,Donald Trump and Ted Cruz Throw Down in Indiana: The Daily Show,1529702,10616,Trevor
2016-04-29T03:13:59Z,795,https://i.ytimg.com/vi/JSBGDC0rKWU/default.jpg,JSBGDC0rKWU,1206,"""They Love Me"" Music Video - Black Trump (ft. Jordan Klepper): The Daily Show",1040319,12112,Trevor
2016-04-27T18:19:34Z,99,https://i.ytimg.com/vi/dn4Wll11Pzw/default.jpg,dn4Wll11Pzw,170,Previously Incarcerated Citizens Reject Their Right to Vote: The Daily Show,369016,4455,Trevor
2016-04-26T15:45:28Z,7271,https://i.ytimg.com/vi/RskvZgc_s9g/default.jpg,RskvZgc_s9g,17919,Confused Islamophobes Target American Sikhs: The Daily Show,8297736,152477,Trevor
2016-04-22T19:22:03Z,492,https://i.ytimg.com/vi/aUtVNXmE-LA/default.jpg,aUtVNXmE-LA,1125,Dr. Ben Carson vs. Dr. Ken Carson: The Doctors Debate: The Daily Show,1031307,13023,Trevor
2016-04-22T17:07:36Z,190,https://i.ytimg.com/vi/2X1zErwaZNU/default.jpg,2X1zErwaZNU,220,Fox News vs. the Harriet Tubman $20 Bill: The Daily Show,289172,2922,Trevor
2016-04-21T15:12:23Z,31,https://i.ytimg.com/vi/iVZJCJewZGg/default.jpg,iVZJCJewZGg,31,Exclusive - Hasan and Ellie Positivity-Off: The Daily Show,70999,855,Trevor
2016-04-15T15:22:07Z,660,https://i.ytimg.com/vi/pxbK73O7QtE/default.jpg,pxbK73O7QtE,827,More Reasons to Dislike Ted Cruz: The Daily Show,1263682,13062,Trevor
2016-04-14T17:01:57Z,591,https://i.ytimg.com/vi/f7nt-ojlF1E/default.jpg,f7nt-ojlF1E,912,The Trump Network: Donald Trump's Failed Pyramid Scheme: The Daily Show,1481164,10849,Trevor
2016-04-13T17:01:58Z,106,https://i.ytimg.com/vi/FdErPLSD_94/default.jpg,FdErPLSD_94,201,How to Navigate Race-Based Humor: The Daily Show,382078,4116,Trevor
2016-04-08T17:22:20Z,69,https://i.ytimg.com/vi/2k1oIxE9Sps/default.jpg,2k1oIxE9Sps,148,Third Month Mania - The Championship Matchup: The Daily Show,153857,2100,Trevor
2016-04-07T18:48:12Z,1705,https://i.ytimg.com/vi/PIvCh3EQv1Q/default.jpg,PIvCh3EQv1Q,4119,The Trans Panic Epidemic: The Daily Show,1313652,22318,Trevor
2016-04-05T21:42:32Z,1414,https://i.ytimg.com/vi/lm1cuHMCMIg/default.jpg,lm1cuHMCMIg,1818,South African President Jacob Zuma & The Panama Papers: The Daily Show,4941088,34595,Trevor
2016-03-28T18:38:20Z,26,https://i.ytimg.com/vi/1ZyKxk8b7NM/default.jpg,1ZyKxk8b7NM,33,Third Month Mania Team Spotlight - Traffic: The Daily Show,87621,461,Trevor
2016-03-28T18:20:24Z,42,https://i.ytimg.com/vi/-VrTFsAS5vo/default.jpg,-VrTFsAS5vo,22,Third Month Mania Team Spotlight - Police Brutality - Uncensored: The Daily Show,68966,409,Trevor
2016-03-25T15:45:15Z,41,https://i.ytimg.com/vi/PfDOPaXe_js/default.jpg,PfDOPaXe_js,26,Third Month Mania - The Sickening 16: The Daily Show,127756,920,Trevor
2016-03-24T20:06:55Z,388,https://i.ytimg.com/vi/tPOOXp3S2UI/default.jpg,tPOOXp3S2UI,1117,Lindsey Graham - The Senator Picks His Poison: Ted Cruz vs. Donald Trump: The Daily Show,767439,7135,Trevor
2016-03-24T17:54:09Z,186,https://i.ytimg.com/vi/ofL8fsd41mI/default.jpg,ofL8fsd41mI,194,Donald Trump Speaks to the Washington Post: A Dramatic Reenactment: The Daily Show,267452,2054,Trevor
2016-03-24T16:37:56Z,2202,https://i.ytimg.com/vi/2aJ1f1i2JZI/default.jpg,2aJ1f1i2JZI,2918,How the F**k We Got Here - Donald Trump - The GOP's Perfect Match: The Daily Show,3785131,29822,Trevor
2016-03-23T17:08:57Z,55,https://i.ytimg.com/vi/-nMyJn54ohk/default.jpg,-nMyJn54ohk,177,The Americanization of Cuba: The Daily Show,309989,2859,Trevor
2016-03-18T16:58:44Z,395,https://i.ytimg.com/vi/92J42tE8dOg/default.jpg,92J42tE8dOg,1337,Republicans SCOTUS-Block President Obama: The Daily Show,1149794,11441,Trevor
2016-03-18T15:09:25Z,46,https://i.ytimg.com/vi/-i8HHYr9RUI/default.jpg,-i8HHYr9RUI,33,Third Month Mania Deep Dive - Tech: The Daily Show,55725,441,Trevor
2016-03-18T15:09:05Z,13,https://i.ytimg.com/vi/-nyU3ldFvlo/default.jpg,-nyU3ldFvlo,10,Third Month Mania Deep Dive - Everyday: The Daily Show,40469,288,Trevor
2016-03-18T15:07:38Z,39,https://i.ytimg.com/vi/FYNfePMzQ0A/default.jpg,FYNfePMzQ0A,55,Third Month Mania Begins: The Daily Show,122224,1002,Trevor
2016-03-17T18:10:30Z,24,https://i.ytimg.com/vi/gPbkhuf7z0w/default.jpg,gPbkhuf7z0w,23,Third Month Mania Deep Dive - Issues: The Daily Show,40289,312,Trevor
2016-03-15T17:58:06Z,1252,https://i.ytimg.com/vi/DuB9B4Z9l1o/default.jpg,DuB9B4Z9l1o,2600,Donald Trump's Political Fight Club: The Daily Show,2411154,21760,Trevor
2016-03-11T17:58:15Z,484,https://i.ytimg.com/vi/9QNRp3xP8tw/default.jpg,9QNRp3xP8tw,964,Tales From the Trump Archive - Donald Trump's Blue-Collar Disdain: The Daily Show,1384220,9957,Trevor
2016-03-10T18:15:07Z,416,https://i.ytimg.com/vi/tE_G0hLByqI/default.jpg,tE_G0hLByqI,883,Donald Trump's Victory Speech/Infomercial: The Daily Show,1306403,10639,Trevor
2016-03-09T16:02:37Z,279,https://i.ytimg.com/vi/tFjih_o2UT8/default.jpg,tFjih_o2UT8,519,Back in Black - Osama bin Laden's Last Wishes: The Daily Show,699742,8013,Trevor
2016-03-04T17:47:45Z,1342,https://i.ytimg.com/vi/Yw47QpOK9gw/default.jpg,Yw47QpOK9gw,3314,Who's to Blame for the Ku Klux Klan?: The Daily Show,3640673,42366,Trevor
2016-03-03T17:29:34Z,1276,https://i.ytimg.com/vi/p2oVLgBCVFU/default.jpg,p2oVLgBCVFU,989,Hillary Clinton Feels the Bern: The Daily Show,462220,5643,Trevor
2016-03-02T00:41:08Z,4590,https://i.ytimg.com/vi/79TRDRPGx34/default.jpg,79TRDRPGx34,6069,Donald Trump's Fascist Week: The Daily Show,5108986,46906,Trevor
2016-02-25T17:49:01Z,454,https://i.ytimg.com/vi/kWN5iIEQL9c/default.jpg,kWN5iIEQL9c,993,Ben Carson and the Black Experience: The Daily Show,1243116,12921,Trevor
2016-02-24T01:58:08Z,64,https://i.ytimg.com/vi/3Qfpmu1zEjw/default.jpg,3Qfpmu1zEjw,148,Congress - The Home Game: The Daily Show,120280,1845,Trevor
2016-02-23T19:50:34Z,1407,https://i.ytimg.com/vi/9Z4lQ4k_BQ8/default.jpg,9Z4lQ4k_BQ8,1755,Uganda - Even Worse at Elections Than America: The Daily Show,4106943,36368,Trevor
2016-02-19T19:38:42Z,68,https://i.ytimg.com/vi/G_UKmaY6Gm0/default.jpg,G_UKmaY6Gm0,61,Podium Pandemonium at the New Hampshire Primary: The Daily Show,178726,1398,Trevor
2016-02-18T23:23:29Z,189,https://i.ytimg.com/vi/BUyfoc611_Y/default.jpg,BUyfoc611_Y,684,Trump Supporters Speak Out: The Daily Show,300986,2315,Trevor
2016-02-12T20:21:34Z,451,https://i.ytimg.com/vi/5NMK88czOug/default.jpg,5NMK88czOug,1005,Donald Trump - The Greatest Show on Earth: The Daily Show,904075,8388,Trevor
2016-02-10T00:37:00Z,37,https://i.ytimg.com/vi/4YBuxeKi7yc/default.jpg,4YBuxeKi7yc,46,Behind the Scenes at the New Hampshire Primary: The Daily Show,96203,792,Trevor
2016-02-09T16:55:30Z,101,https://i.ytimg.com/vi/giWv3ntfC_g/default.jpg,giWv3ntfC_g,288,Facing Off at the GOP Debate: The Daily Show,621595,4179,Trevor
2016-02-05T21:19:18Z,217,https://i.ytimg.com/vi/uCt6VZrKGsM/default.jpg,uCt6VZrKGsM,462,The Big Game's Quarterback Matchup: The Daily Show,907548,6990,Trevor
2016-02-05T16:39:31Z,451,https://i.ytimg.com/vi/wDFMW879WbM/default.jpg,wDFMW879WbM,1087,"Lilly Singh - Taking Fans on ""A Trip to Unicorn Island"": The Daily Show",1023981,19968,Trevor
2016-02-04T18:39:18Z,74,https://i.ytimg.com/vi/CxhZU1K1vho/default.jpg,CxhZU1K1vho,158,Ted Cruz's Iowa Caucus Win: The Daily Show,1133211,2462,Trevor
2016-02-04T18:39:15Z,92,https://i.ytimg.com/vi/zL3w6uIigxk/default.jpg,zL3w6uIigxk,70,The Affirmative Actions Porn Series: The Daily Show,121725,1091,Trevor
2016-02-03T16:48:31Z,332,https://i.ytimg.com/vi/vlDCJp--33s/default.jpg,vlDCJp--33s,706,Counting Votes in Popcorn Containers at the Iowa Caucuses: The Daily Show,1277842,8800,Trevor
2016-01-29T18:45:49Z,220,https://i.ytimg.com/vi/kmwgDCYI_VQ/default.jpg,kmwgDCYI_VQ,406,Ted Cruz or Donald Trump: Who's Marginally Less Awful?: The Daily Show,828061,6030,Trevor
2016-01-28T19:46:06Z,1111,https://i.ytimg.com/vi/MFIGU5LxEpQ/default.jpg,MFIGU5LxEpQ,1077,Donald Trump vs. Megyn Kelly: The Daily Show,2683269,18158,Trevor
2016-01-27T21:42:12Z,4401,https://i.ytimg.com/vi/owvSyCTLz5g/default.jpg,owvSyCTLz5g,1340,Getting Personal at CNN's Democratic Town Hall: The Daily Show,1492640,9405,Trevor
2016-01-22T20:45:53Z,893,https://i.ytimg.com/vi/eSwbG5V5S-8/default.jpg,eSwbG5V5S-8,1576,"Wrestling with History in Whitesboro, NY: The Daily Show",787193,11858,Trevor
2016-01-21T16:35:52Z,231,https://i.ytimg.com/vi/UxBbCmRHBME/default.jpg,UxBbCmRHBME,273,"New Theme Song - ""Dog On Fire"": The Daily Show",207004,3032,Trevor
2016-01-19T22:35:12Z,498,https://i.ytimg.com/vi/nxcl55wUJ5E/default.jpg,nxcl55wUJ5E,993,Breaking Down the Republican and Democratic Debates: The Daily Show,1382129,11462,Trevor
2016-01-15T20:45:42Z,1059,https://i.ytimg.com/vi/EkpZTRUkFYI/default.jpg,EkpZTRUkFYI,1903,Another White Oscars: The Daily Show,1460106,13398,Trevor
2016-01-14T22:18:58Z,571,https://i.ytimg.com/vi/MbxVNC_Amag/default.jpg,MbxVNC_Amag,1086,Birthers Target Ted Cruz: The Daily Show,2126919,16329,Trevor
2016-01-14T22:13:10Z,116,https://i.ytimg.com/vi/DSc51Z26O9s/default.jpg,DSc51Z26O9s,739,The Extended GOP Debate - Singles Night with Rand Paul: The Daily Show,430589,3937,Trevor
2016-01-14T22:13:10Z,4428,https://i.ytimg.com/vi/hou1T5ldIh8/default.jpg,hou1T5ldIh8,3146,The Legend of Bernie Sanders: The Daily Show,2955361,23323,Trevor
2016-01-08T00:27:42Z,570,https://i.ytimg.com/vi/O64ddXT1b_s/default.jpg,O64ddXT1b_s,620,Fox News Rings in the New Year: The Daily Show,1110659,7234,Trevor
2016-01-08T00:26:47Z,838,https://i.ytimg.com/vi/j2fFF1lFXfk/default.jpg,j2fFF1lFXfk,1043,Keys to Success with DJ Khaled and Hasan Minhaj: The Daily Show,870633,12173,Trevor
2016-01-08T00:23:24Z,1735,https://i.ytimg.com/vi/VXq6lSJDyLE/default.jpg,VXq6lSJDyLE,4616,President Obama Targets Gun Violence: The Daily Show,2562385,40318,Trevor
2015-12-23T19:01:09Z,1127,https://i.ytimg.com/vi/8iSscWiA87Q/default.jpg,8iSscWiA87Q,1374,Donald Trump - The White ISIS: The Daily Show,1781628,22238,Trevor
2015-12-18T23:36:54Z,536,https://i.ytimg.com/vi/CV93ZECyU2I/default.jpg,CV93ZECyU2I,727,The 2015 Year in Review: The Daily Show,962631,9153,Trevor
2015-12-15T20:17:15Z,54,https://i.ytimg.com/vi/-6J1ERJUJIM/default.jpg,-6J1ERJUJIM,51,Jessica Williams Shares Debate Tips: The Daily Show,87748,960,Trevor
2015-12-15T17:51:40Z,117,https://i.ytimg.com/vi/Kd62OOychu8/default.jpg,Kd62OOychu8,201,The War on Zombie Christmas: The Daily Show,642686,3978,Trevor
2015-12-11T20:02:07Z,2918,https://i.ytimg.com/vi/MCI4bUk4vuM/default.jpg,MCI4bUk4vuM,4573,Jordan Klepper: Good Guy with a Gun: The Daily Show,2635831,33195,Trevor
2015-12-10T18:06:23Z,317,https://i.ytimg.com/vi/I4LqsTvl8UU/default.jpg,I4LqsTvl8UU,380,Awkward Moments From the Republican Jewish Coalition Forum: The Daily Show,1026428,5767,Trevor
2015-12-08T17:13:10Z,904,https://i.ytimg.com/vi/-L11Bxolo44/default.jpg,-L11Bxolo44,3339,Jon Stewart Returns to Shame Congress: The Daily Show,4544374,49899,Trevor
2015-12-04T19:05:11Z,318,https://i.ytimg.com/vi/EJaldOWDVxo/default.jpg,EJaldOWDVxo,866,Ted Cruz's Treasure Trove of Raw Footage: The Daily Show,1477445,12567,Trevor
2015-12-03T17:26:20Z,2512,https://i.ytimg.com/vi/eBhmqoRj_t4/default.jpg,eBhmqoRj_t4,2519,The Fight Against ISIS: The Daily Show,4278527,45371,Trevor
2015-12-01T16:47:18Z,580,https://i.ytimg.com/vi/xmjPAdmDWFE/default.jpg,xmjPAdmDWFE,1447,Attack on Planned Parenthood: The Daily Show,1589599,15756,Trevor
2015-11-20T15:39:34Z,277,https://i.ytimg.com/vi/8KzQ64xKlRA/default.jpg,8KzQ64xKlRA,637,Mike Huckabee's Food-Based Politics: The Daily Show,1292675,12457,Trevor
2015-11-19T15:50:00Z,523,https://i.ytimg.com/vi/sMgDZoEsDtI/default.jpg,sMgDZoEsDtI,921,Ben Carson's Public Breakup: The Daily Show,2008808,12558,Trevor
2015-11-19T01:55:21Z,571,https://i.ytimg.com/vi/hv-ZwM4QO_k/default.jpg,hv-ZwM4QO_k,924,Tragedy in Paris - The Three Stages of Political Grief: The Daily Show,1623612,13792,Trevor
2015-11-19T01:55:04Z,28,https://i.ytimg.com/vi/QX6vey8b-1w/default.jpg,QX6vey8b-1w,28,Fantasy Brotest - The Fight for Daily Fantasy Sports: The Daily Show,127808,1037,Trevor
2015-11-13T18:18:37Z,1310,https://i.ytimg.com/vi/vX-KwOVL-Y8/default.jpg,vX-KwOVL-Y8,2093,The Myanmar Daily Show: The Daily Show,2255167,26957,Trevor
2015-11-12T19:21:56Z,297,https://i.ytimg.com/vi/1irIVJwrnrw/default.jpg,1irIVJwrnrw,470,What the Actual Fact? - Truth and Fiction in the GOP Debate: The Daily Show,589478,4809,Trevor
2015-11-10T16:08:41Z,354,https://i.ytimg.com/vi/mQsNkt9yuKI/default.jpg,mQsNkt9yuKI,1304,America's Voting Machines Are F**ked: The Daily Show,1515570,17511,Trevor
2015-11-06T20:32:50Z,1229,https://i.ytimg.com/vi/GJKoCiI1ZzM/default.jpg,GJKoCiI1ZzM,1547,China Ditches Its One-Child Policy: The Daily Show,3746482,32033,Trevor
2015-11-06T20:29:20Z,60,https://i.ytimg.com/vi/CqR0HM7Z2gM/default.jpg,CqR0HM7Z2gM,35,Serial Killer Tourism in Nebraska: The Daily Show,136438,717,Trevor
2015-11-04T23:47:46Z,166,https://i.ytimg.com/vi/95bstVWjIAY/default.jpg,95bstVWjIAY,279,Iowa Republicans Shut Out The Daily Show: The Daily Show,895566,6218,Trevor
2015-11-04T17:41:03Z,449,https://i.ytimg.com/vi/WEMA0SZuOOk/default.jpg,WEMA0SZuOOk,879,Republicans Call for Babyproofed Debates: The Daily Show,2145403,16212,Trevor
2015-10-29T15:38:29Z,22,https://i.ytimg.com/vi/0COmDI9DvuM/default.jpg,0COmDI9DvuM,6,Live From the F Train: The Daily Show,104810,256,Trevor
2015-10-23T15:39:54Z,228,https://i.ytimg.com/vi/Dg-wM0o4PDA/default.jpg,Dg-wM0o4PDA,561,Jeb Bush and the Age of Superheroes: The Daily Show,1243899,11550,Trevor
2015-10-23T15:39:53Z,617,https://i.ytimg.com/vi/SefVTIHjtFQ/default.jpg,SefVTIHjtFQ,815,Benghazi - The Never-Ending Scandal: The Daily Show,2013261,13809,Trevor
2015-10-22T20:24:07Z,23,https://i.ytimg.com/vi/iHQ8udYQdC4/default.jpg,iHQ8udYQdC4,49,Jordan Klepper's Happy Endings - Illinois State Budget Crisis: The Daily Show,130820,894,Trevor
2015-10-22T20:11:56Z,192,https://i.ytimg.com/vi/c14rLCh61p4/default.jpg,c14rLCh61p4,327,Canada's Hot New Prime Minister: The Daily Show,1150004,8632,Trevor
2015-10-15T19:20:52Z,2710,https://i.ytimg.com/vi/Q4_iAEL3Ehc/default.jpg,Q4_iAEL3Ehc,1335,Democalypse 2016 - The Post-Debate Exhilaration: The Daily Show,1578126,9394,Trevor
2015-10-14T14:04:23Z,122,https://i.ytimg.com/vi/Q3WzCEl2OeU/default.jpg,Q3WzCEl2OeU,407,"Back in Black - The Cold, Hard, Wrinkle-Free Cash of Millennials: The Daily Show",553895,5312,Trevor
2015-10-09T14:51:22Z,26,https://i.ytimg.com/vi/DT61eBdj_TA/default.jpg,DT61eBdj_TA,29,Exclusive - Breaking Down the Ban the Box Campaign: The Daily Show,108837,832,Trevor
2015-10-09T14:34:28Z,544,https://i.ytimg.com/vi/Aul2Zf-1qwo/default.jpg,Aul2Zf-1qwo,1099,"Ben Carson: Popeyes Survivor and ""Real"" Black President: The Daily Show",1325585,8451,Trevor
2015-10-08T15:42:07Z,1206,https://i.ytimg.com/vi/oe06jLcpjYI/default.jpg,oe06jLcpjYI,2311,Ben Carson Blames the Victims: The Daily Show,2585139,20950,Trevor
2015-10-06T13:37:16Z,3212,https://i.ytimg.com/vi/-W6G_ndFVMY/default.jpg,-W6G_ndFVMY,4266,Not So Pro-Life After All: The Daily Show,5847286,50421,Trevor
2015-10-05T16:05:52Z,2956,https://i.ytimg.com/vi/2FPrJxTvgdQ/default.jpg,2FPrJxTvgdQ,4061,Donald Trump - America's African President: The Daily Show,6039145,51049,Trevor
2015-10-01T19:41:43Z,107,https://i.ytimg.com/vi/PcjefMmvFqQ/default.jpg,PcjefMmvFqQ,93,The Battle for Less Bias: The Daily Show,283802,1577,Trevor
2015-10-01T14:31:25Z,4293,https://i.ytimg.com/vi/3QIWolLM9i8/default.jpg,3QIWolLM9i8,4891,Are All Cops Racist?: The Daily Show,6148490,53325,Trevor
2015-09-30T18:16:26Z,2207,https://i.ytimg.com/vi/0OGZMfVQROY/default.jpg,0OGZMfVQROY,3402,Trevor Noah Continues the War on Bulls**t: The Daily Show,6869292,59681,Trevor
2015-09-29T16:59:05Z,577,https://i.ytimg.com/vi/tk60TI2i2ms/default.jpg,tk60TI2i2ms,665,Kevin Hart - Extended Interview: The Daily Show,3557580,26636,Trevor
